был	0.5553456387342164
комментария	0.1986706947954842
записывать	0.1986706947954842
нужно сложить	-0.4944764857644611
сказано что	-0.8999415938726255
не дает	-0.8999415938726255
прерывания	-1.9985538825407352
надо	-0.548543707034737
в данном	-0.20679441331268014
задания и	0.1986706947954842
шаге	-1.1876236663244064
по времени	-0.4944764857644611
пройденным	0.1986706947954842
от	-0.9909133720783524
выполнить	-0.4944764857644611
курса и	1.5849650559153747
мог понять	0.1986706947954842
выражение	-0.4944764857644611
разъяснение	0.8918178753554294
или	-1.1230851451868353
несколько дней	0.8918178753554294
самом деле	0.1986706947954842
поможет	0.8918178753554294
должна	0.1986706947954842
я	-0.7176200370786708
верно и	-0.4944764857644611
заданиях	-0.4944764857644611
прав	0.8918178753554294
третьей	0.1986706947954842
бал	-0.8999415938726255
кого	0.6041358029036484
вижу	-0.20679441331268014
все уже	0.1986706947954842
находится	0.1986706947954842
процесса	0.1986706947954842
Григорий	0.1986706947954842
неплохо	0.8918178753554294
блин	-1.4107672176386161
таки	-1.4107672176386161
чтобы не	0.1986706947954842
куша	0.6041358029036484
в комментариях	-0.8999415938726255
ошибки	-1.1876236663244064
то с	0.1986706947954842
ну	-1.054092273699884
того что	0.8918178753554294
бит	0.1986706947954842
момент	-0.4944764857644611
вот это	0.1986706947954842
с синтаксисом	0.1986706947954842
обучения	-0.4944764857644611
дополнение	-1.054092273699884
принципы фон	0.1986706947954842
десятичной системе	-0.4944764857644611
раз	-0.7568407502319523
пытался	1.2972829834635937
невозможно	-1.1876236663244064
лекции	-0.46780823868229987
позже	0.8918178753554294
ушло	0.1986706947954842
условие	-0.20679441331268014
только если	0.1986706947954842
опечатка	-1.9985538825407352
по теме	0.8918178753554294
а еще	0.1986706947954842
степи ка	1.2972829834635937
что с	0.1986706947954842
человек	0.1986706947954842
об	-1.5060773974429411
тут	-0.8511514297031937
маузер	-0.8999415938726255
тогда когда	-0.4944764857644611
простаивать	-0.4944764857644611
гипнопедии	-0.8999415938726255
посмотреть	-0.7176200370786708
я не	-1.7472394542598293
интернете	-0.4944764857644611
корректно	-0.4944764857644611
что есть	-0.4944764857644611
такие	-0.4944764857644611
не знаю	0.1986706947954842
дома	0.1986706947954842
гулом	0.1986706947954842
дано	0.1986706947954842
на то	0.1986706947954842
нашел	0.8918178753554294
Григорий Васильевн	0.8918178753554294
курс и	0.8918178753554294
истинности	0.1986706947954842
ну и	-1.1876236663244064
бит в	0.1986706947954842
этом	-1.633910768952826
решать	0.8918178753554294
сегодня	1.2972829834635937
спасибо я	0.1986706947954842
вкачивания	-0.4944764857644611
вызывает	-1.4107672176386161
в таком	0.1986706947954842
не было	-0.8999415938726256
цифры	0.1986706947954842
почему	-2.3270579495127715
смысл	0.1986706947954842
пару	0.1986706947954842
если я	-1.4107672176386161
скорости	0.1986706947954842
еще в	-0.8999415938726255
в куче	0.1986706947954842
сложения	-0.4944764857644611
делать	-1.8162323257467807
добавить	0.1986706947954842
громов	0.1986706947954842
как здесь	0.1986706947954842
если бы	-0.4944764857644611
результат в	-0.8999415938726255
поставить	-1.4107672176386161
знания	1.8081086072295844
видео на	0.1986706947954842
утверждение	-0.4944764857644613
уж	-1.1876236663244064
не так	-1.054092273699884
как в	0.1986706947954842
коде а	0.1986706947954842
подробно	0.1986706947954842
пауза	0.1986706947954842
кому	0.1986706947954842
только по	-0.4944764857644611
Илья	0.1986706947954842
особо	-0.8999415938726255
это время	0.1986706947954842
но как	-0.4944764857644611
округлить	0.8918178753554294
засчитан	-0.4944764857644611
верно	-1.376865665962935
системе	-0.36094509313993856
ответы не	-0.4944764857644611
происходит	-0.4944764857644611
результат	-1.5930887744325708
это	-0.43385186394802633
если у	-0.4944764857644611
описании	-0.4944764857644611
даже	-0.5897866655687861
маузеры	0.1986706947954842
Вт	-0.7821585582162421
что будет	0.1986706947954842
так как	-0.8999415938726255
двоичном	0.1986706947954842
равно не	-0.7176200370786708
действительно	0.486352767247265
там по	0.1986706947954842
это не	1.2972829834635937
случае	-1.3054067019807898
версии	-0.4944764857644611
рассматриваем	0.1986706947954842
который	0.1986706947954842
оказалось	-0.4944764857644611
мой	-0.4944764857644611
то что	0.6041358029036484
записаны в	0.1986706947954842
перед	-0.20679441331268014
ребят	0.1986706947954842
тоже	-0.7945810782147994
не мог	-0.8999415938726255
достаточно	-0.4944764857644611
минус	0.1986706947954842
решение задач	-0.4944764857644611
звук	1.114961426669639
не могу	-1.054092273699884
маскируемого прерывания	0.1986706947954842
свои	0.8918178753554294
такой же	0.8918178753554294
не догадался	1.2972829834635937
деле	0.1986706947954842
нибудь	-1.6731314821061072
информации	-0.8999415938726255
задача	-1.4107672176386161
недели	1.2972829834635937
начала	-0.20679441331268014
ком	0.8918178753554294
эту	-0.27133293445025153
есть ошибка	-0.4944764857644611
пока	-2.052621103811011
опять	-1.9985538825407352
реально	-0.4944764857644611
положительное	-0.4944764857644611
для прохождения	0.1986706947954842
следующую лекцию	0.1986706947954842
какую	-1.1876236663244064
именно так	-0.4944764857644611
проверки	-1.4107672176386161
баллы	-0.8129302168829958
